"","fire_year","fire_size","latitude","longitude"
"16865",2008,3,37.4,-97.04
"16866",2008,0.5,37.34,-97.12
"16867",2008,10,37.37,-96.98
"16868",2008,0.5,37.35,-97.11
"16869",2008,1,37.35,-97.07
"16870",2008,0.5,37.39,-97.12
"16871",2008,1,37.42,-97.07
"16872",2008,30,37.39,-97.03
"16873",2008,0.5,37.43,-96.96
"16874",2008,1,37.42,-97.09
"16875",2008,5,37.45,-97.14
"16876",2008,5,37.39,-97.18
"16877",2008,1,37.32,-97.05
"16878",2008,3,37.31,-97.11
"16879",2008,5,37.33,-97.14
"16880",2008,12,39,-96
"16881",2008,0.1,38.93,-94.62
"16882",2008,0.1,38.92,-94.65
"16883",2008,0.1,38.98,-94.61
"16884",2008,0.1,38.89,-94.63
"16885",2008,0.1,38.98,-94.62
"16886",2008,0.1,38.95,-94.62
"16887",2008,0.1,38.9,-94.62
"16888",2008,0.1,38.88,-94.61
"16889",2008,0.1,38.96,-94.62
"16890",2008,0.1,38.92,-94.65
"16891",2008,25,39,-95
"16892",2008,1,37.71,-97.27
"16893",2008,0.5,41.68,-70.4
"16894",2008,0.1,41.67,-70.35
"16895",2008,1,42,-71
"16896",2008,0.1,42,-71
"16897",2008,0.1,42,-71
"16898",2008,8,42,-71
"16899",2008,0.1,42,-71
"16900",2008,0.5,42.5,-70.95
"16901",2008,0.5,37.35,-91.46
"16902",2008,1,39.01,-94.43
"16903",2008,1,39.26,-94.55
"16904",2008,1,39.19,-94.65
"16905",2008,0.1,39.24,-94.6
"16906",2008,1,39.01,-94.42
"16907",2008,10.1,39.08,-94.58
"16908",2008,0.5,39.02,-94.42
"16909",2008,0.1,39.19,-94.65
"16910",2008,1,39.18,-94.48
"16911",2008,1,39.19,-94.65
"16912",2008,1,38.99,-94.56
"16913",2008,1,39.1,-94.57
"16914",2008,1,38.41,-90.39
"16915",2008,0.1,38.42,-90.41
"16916",2008,1,38.4,-90.37
"16917",2008,0.1,38.42,-90.43
"16918",2008,0.1,38.45,-90.35
"16919",2008,0.1,38.42,-90.37
"16920",2008,0.1,38.34,-90.39
"16921",2008,0.1,38.43,-90.37
"16922",2008,0.1,38.41,-90.39
"16923",2008,0.1,38.41,-90.4
"16924",2008,0.1,38.42,-90.37
"16925",2008,1,38.33,-90.4
"16926",2008,1,38.4,-90.38
"16927",2008,0.5,38.4,-90.55
"16928",2008,0.1,38.49,-90.48
"16929",2008,0.1,38.44,-90.58
"16930",2008,0.1,38.49,-90.48
"16931",2008,0.4,38.47,-90.47
"16932",2008,0.1,38.5,-90.49
"16933",2008,0.1,38.46,-90.53
"16934",2008,10,39.82,-93.06
"16935",2008,5,39.74,-93.02
"16936",2008,20,39.82,-93.06
"16937",2008,0.1,36.85,-94.38
"16938",2008,1,36.87,-94.39
"16939",2008,3,36.81,-94.35
"16940",2008,0.5,36.87,-94.36
"16941",2008,0.4,36.87,-94.39
"16942",2008,0.5,36.87,-94.36
"16943",2008,0.5,36.86,-94.37
"16944",2008,0.1,36.86,-94.38
"16945",2008,0.5,36.6,-94.22
"16946",2008,0.5,36.88,-94.38
"16947",2008,0.5,36.86,-94.38
"16948",2008,1,36.81,-94.36
"16949",2008,1,36.93,-94.57
"16950",2008,0.5,37.61,-93.41
"16951",2008,0.2,38.79,-90.77
"16952",2008,0.1,38.79,-90.75
"16953",2008,1,38.75,-90.66
"16954",2008,0.1,38.76,-90.65
"16955",2008,1,38.73,-90.6
"16956",2008,0.1,38.71,-90.59
"16957",2008,1,38.73,-90.69
"16958",2008,1,38.73,-90.64
"16959",2008,0.1,38.73,-90.69
"16960",2008,1,38.74,-90.58
"16961",2008,0.1,38.74,-90.63
"16962",2008,1,38.74,-90.62
"16963",2008,0.1,38.73,-90.66
"16964",2008,0.1,38.72,-90.59
"16965",2008,0.1,38.73,-90.63
"16966",2008,250,37.86,-93.98
"16967",2008,5,44.54,-72.59
"16968",2008,16,34.59641,-91.56636
"16969",2008,1,33.08271,-91.92849
"16970",2008,8,33.10009,-91.76865
"16971",2008,1,33.0473,-92.00014
"16972",2008,4,33.3047,-91.79311
"16973",2008,2,33.25106,-91.95535
"16974",2008,1,33.04925,-91.81505
"16975",2008,1,33.0552,-91.86155
"16976",2008,20,33.0177,-91.7866
"16977",2008,5,33.28984,-91.83792
"16978",2008,1,33.01805,-92.00008
"16979",2008,1,33.24174,-91.9073
"16980",2008,5,33.05082,-91.29626
"16981",2008,90,35,-93
"16982",2008,1,34,-92
"16983",2008,2,33.1743,-91.91138
"16984",2008,3,33.10887,-91.59013
"16985",2008,8,33.36235,-91.88097
"16986",2008,6,33.07565,-91.8143
"16987",2008,3,36.08232,-92.08456
"16988",2008,27,36.21709,-92.19439
"16989",2008,5,36.41111,-92.45987
"16990",2008,12,36.20475,-92.37342
"16991",2008,57,36.20951,-92.3728
"16992",2008,27,36.24301,-92.32261
"16993",2008,5,36.028,-94.007
"16994",2008,10,36.07104,-94.24043
"16995",2008,1,36.00166,-94.00416
"16996",2008,5,36.00789,-93.01507
"16997",2008,25,36.00763,-93.01479
"16998",2008,10,36.00394,-93.01554
"16999",2008,9,36.34276,-93.22106
"17000",2008,10,34,-92
"17001",2008,25,36.43129,-93.14117
"17002",2008,4,36.42904,-93.27965
"17003",2008,1,36.24971,-93.0577
"17004",2008,1,33.54809,-92.10195
"17005",2008,2,33.41633,-92.13939
"17006",2008,3,33.49076,-92.28686
"17007",2008,1,33.40631,-92.15506
"17008",2008,1,33.44906,-92.10909
"17009",2008,1,33.3157,-92.21798
"17010",2008,1,33.57263,-92.14388
"17011",2008,9,33.41381,-92.12242
"17012",2008,1,33.63225,-92.16635
"17013",2008,1,33.636,-92.0311
"17014",2008,1,33.3244,-92.10114
"17015",2008,215,33.35564,-92.13567
"17016",2008,5,33.67929,-92.21075
"17017",2008,1,33.36284,-92.14458
"17018",2008,12,33.35468,-92.1377
"17019",2008,71,33.31127,-92.036
"17020",2008,1,33.39497,-92.13558
"17021",2008,6,33.52114,-92.06758
"17022",2008,2,33.314,-92.34357
"17023",2008,11,35,-93
"17024",2008,3,34,-92
"17025",2008,7,35,-92
"17026",2008,1,35,-92
"17027",2008,1,35,-92
"17028",2008,1,34,-93
"17029",2008,1,33.5911,-92.2195
"17030",2008,1,33.62855,-92.22354
"17031",2008,16,33.42751,-92.22977
"17032",2008,1,33.44969,-92.06669
"17033",2008,1,33.61233,-92.46586
"17034",2008,25,33.53198,-92.5796
"17035",2008,4,33.53198,-92.5796
"17036",2008,23,33.52663,-92.56769
"17037",2008,4,33.59507,-92.45658
"17038",2008,1,33.76828,-92.39616
"17039",2008,3,33.84598,-92.32678
"17040",2008,3,33.51164,-92.38677
"17041",2008,2,33.52034,-92.49313
"17042",2008,1,33.54202,-92.37044
"17043",2008,83,33.66591,-92.46686
"17044",2008,25,33.67727,-92.3368
"17045",2008,1,33.46695,-92.57032
"17046",2008,11,33.50299,-92.5047
"17047",2008,14,33.64601,-92.5734
"17048",2008,11,33.66515,-92.58425
"17049",2008,10,33.65849,-92.63471
"17050",2008,100,33.666,-92.63235
"17051",2008,1,33.48918,-92.36811
"17052",2008,3,35,-93
"17053",2008,1,35,-93
"17054",2008,1,33.5952,-92.46866
"17055",2008,15,33.77072,-92.47023
"17056",2008,1,33.30609,-92.30291
"17057",2008,1,33.30612,-92.3029
"17058",2008,20,36.30075,-93.45352
"17059",2008,10,36.24162,-93.386
"17060",2008,5,36.1866,-93.39126
"17061",2008,10,36.27955,-93.40605
"17062",2008,1,36.41484,-93.68139
"17063",2008,10,36.49646,-93.75345
"17064",2008,1,36.05418,-93.13604
"17065",2008,10,33.99864,-93.13685
"17066",2008,5,33.95741,-93.22425
"17067",2008,2,34.07247,-93.06183
"17068",2008,1,34.1242,-93.1272
"17069",2008,6,33.95424,-93.22407
"17070",2008,92,34.12035,-92.91133
"17071",2008,17,33.8255,-93.03563
"17072",2008,1,34.09833,-93.15122
"17073",2008,7,34.12411,-93.12328
"17074",2008,1,34.0191,-93.23091
"17075",2008,4,34.21601,-93.20567
"17076",2008,3,33.99846,-92.90665
"17077",2008,2,33.83789,-93.00036
"17078",2008,8,33.94763,-93.2591
"17079",2008,1,34.33556,-93.37772
"17080",2008,4,34.23588,-93.4095
"17081",2008,38,35.37858,-91.90098
"17082",2008,22,35.70877,-92.18376
"17083",2008,5,35.58802,-92
"17084",2008,2,35.3871,-92.41105
"17085",2008,78,35.63527,-92.18961
"17086",2008,18,35.41341,-92.10264
"17087",2008,20,35.41372,-92.23681
"17088",2008,3,33.1718,-92.2135
"17089",2008,6,33.97921,-91.99245
"17090",2008,19,34.00983,-92.05428
"17091",2008,1,33.86826,-92.14291
"17092",2008,23,34,-92
"17093",2008,16,34,-91
"17094",2008,1,34,-92
"17095",2008,5,33.07286,-93.46505
"17096",2008,1,33.25161,-93.06986
"17097",2008,2,33.26133,-93.10006
"17098",2008,15,33.42032,-93.1479
"17099",2008,2,33.394,-93.23591
"17100",2008,1,33.27446,-93.80814
"17101",2008,3,33.27223,-93.30744
"17102",2008,2,33.15565,-93.21553
"17103",2008,2,33.06684,-93.18422
"17104",2008,1,33.18759,-93.35966
"17105",2008,2,33.32601,-93.09767
"17106",2008,20,35.438,-92.6375
"17107",2008,1,35.28359,-92.58482
"17108",2008,15,35.42764,-92.59889
"17109",2008,1,35.31851,-92.51536
"17110",2008,10,35.43883,-92.57864
"17111",2008,14,35.45817,-92.54866
"17112",2008,4,35.95075,-90.59133
"17113",2008,9,35.8713,-90.607
"17114",2008,2,35.95458,-90.62284
"17115",2008,3,35.90062,-90.57158
"17116",2008,1,35.88824,-90.59168
"17117",2008,2,35.95229,-90.6459
"17118",2008,35,35.94422,-90.67709
"17119",2008,4,35.36005,-94.20221
"17120",2008,2,35.55197,-94.16685
"17121",2008,1,35.58905,-94.17883
"17122",2008,3,35.48224,-94.30072
"17123",2008,2,35.45802,-94.26971
"17124",2008,24,35.5408,-94.44517
"17125",2008,3,35.5538,-94.04204
"17126",2008,2,35.5033,-94.13587
"17127",2008,1,35.33214,-94.09094
"17128",2008,1,35.57168,-94.26813
"17129",2008,4,35.51467,-94.3417
"17130",2008,6,35.63513,-94.1363
"17131",2008,5,35.53267,-94.1245
"17132",2008,2,35.33722,-94.28375
"17133",2008,1,35.51653,-94.21779
"17134",2008,40,35.49955,-94.12573
"17135",2008,30,35.49955,-94.12573
"17136",2008,1,35.52097,-94.18914
"17137",2008,1,35.46783,-94.30241
"17138",2008,1,35.46728,-94.30324
"17139",2008,2,35.48411,-94.31371
"17140",2008,6,35.5834,-94.43488
"17141",2008,2,35.53598,-94.2154
"17142",2008,44,35.48157,-94.09385
"17143",2008,9,35.63522,-94.26506
"17144",2008,1,35.53467,-94.2341
"17145",2008,2,35.22231,-90.88074
"17146",2008,5,35.20373,-90.728
"17147",2008,15,34.07316,-92.68976
"17148",2008,1,33.88868,-92.74455
"17149",2008,1,34.0603,-92.54383
"17150",2008,1,34.11282,-92.83174
"17151",2008,15,34.11495,-92.83157
"17152",2008,1,33.87792,-92.86559
"17153",2008,1,34.07494,-92.26337
"17154",2008,8,34.03939,-92.56221
"17155",2008,3,33.80691,-92.758
"17156",2008,43,34.1028,-92.65148
"17157",2008,1,33.90879,-92.65825
"17158",2008,1,34.07466,-92.5222
"17159",2008,1,34.12139,-92.14874
"17160",2008,12,34.12743,-92.64887
"17161",2008,3,33.89794,-92.7977
"17162",2008,5,33.93254,-92.78619
"17163",2008,40,33.896,-92.54357
"17164",2008,12,33.88577,-92.55334
"17165",2008,10,33.89289,-92.34582
"17166",2008,2,33.34103,-92.6947
"17167",2008,1,33.88915,-92.756
"17168",2008,2,34.09261,-92.64608
"17169",2008,3,34.04576,-92.52847
"17170",2008,15,34.04576,-92.52847
"17171",2008,1,33.9226,-92.84133
"17172",2008,1,33.99109,-92.80849
"17173",2008,30,33.69889,-91.94016
"17174",2008,4,33.69923,-91.80699
"17175",2008,1,35,-93
"17176",2008,1,33.46365,-91.61573
"17177",2008,56,33.44663,-91.63701
"17178",2008,1,33.5334,-91.58225
"17179",2008,1,33.47171,-91.87693
"17180",2008,1,33.559,-91.76403
"17181",2008,1,33.49668,-91.75108
"17182",2008,3,33.52533,-91.89642
"17183",2008,3,33.4584,-91.84512
"17184",2008,1,33.52368,-91.91266
"17185",2008,9,33.59511,-91.8353
"17186",2008,1,33.65638,-91.89494
"17187",2008,1,33.48177,-91.90786
"17188",2008,29,33.4579,-91.71482
"17189",2008,1,33.6288,-91.87
"17190",2008,1,33.51597,-91.88147
"17191",2008,1,33.51597,-91.88147
"17192",2008,1,33.72992,-91.60041
"17193",2008,4,35.29614,-92.32247
"17194",2008,1,35.18254,-92.32323
"17195",2008,2,35.14485,-92.32816
"17196",2008,2,35.21807,-92.28212
"17197",2008,4,34.96952,-92.42824
"17198",2008,4,35.18892,-92.21235
"17199",2008,10,35.07409,-92.20999
"17200",2008,20,35.19294,-92.36842
"17201",2008,96,35.31307,-94.01722
"17202",2008,26,35.43401,-94.00318
"17203",2008,2,35.57108,-93.77433
"17204",2008,2,35.55113,-93.96157
"17205",2008,1,36.40636,-91.81913
"17206",2008,6,36.32653,-92.03361
"17207",2008,2,36.30681,-91.73537
"17208",2008,10,36.28273,-91.76196
"17209",2008,1,36.42772,-91.86172
"17210",2008,10,36.3106,-91.86403
"17211",2008,3,36.35602,-91.77713
"17212",2008,3,36.49704,-91.93054
"17213",2008,4,36.38555,-91.87274
"17214",2008,1,36.30602,-91.81691
"17215",2008,2,36.24137,-91.30211
"17216",2008,10,36.26294,-91.457
"17217",2008,2,36.41785,-91.81586
"17218",2008,1,36.37788,-91.48194
"17219",2008,10,36.43019,-91.47287
"17220",2008,5,36.44901,-91.77284
"17221",2008,5,36.31638,-91.09206
"17222",2008,45,36.3395,-91.98663
"17223",2008,2,36.39648,-91.49316
"17224",2008,1,36.27489,-91.63114
"17225",2008,2,36.3997,-91.83097
"17226",2008,1,34.45358,-93.07481
"17227",2008,8,34.64584,-93.0635
"17228",2008,2,34.43158,-93.20807
"17229",2008,1,34.44851,-93.3422
"17230",2008,5,34.5548,-92.99457
"17231",2008,1,34.6018,-92.9179
"17232",2008,2,34.61818,-93.08109
"17233",2008,43,34.69141,-93.2251
"17234",2008,3,34.47811,-92.2581
"17235",2008,3,34.62047,-93.08093
"17236",2008,1,34.44168,-93.22424
"17237",2008,1,34.67368,-93.13851
"17238",2008,2,34.49849,-93.19419
"17239",2008,2,34.51292,-93.12671
"17240",2008,2,34.47913,-93.25264
"17241",2008,2,34.44921,-93.35257
"17242",2008,4,34.486,-93.2415
"17243",2008,1,34.4191,-93.06281
"17244",2008,17,34.69513,-93.07355
"17245",2008,1,34.43032,-93.14233
"17246",2008,1,34.70759,-93.04436
"17247",2008,1,34.58989,-92.97682
"17248",2008,15,34.47257,-93.22337
"17249",2008,1,34.14707,-92.27774
"17250",2008,2,34.24469,-92.40221
"17251",2008,1,34.3184,-92.31322
"17252",2008,2,34.33992,-92.5513
"17253",2008,2,34.46342,-92.25827
"17254",2008,44,34.32178,-92.21241
"17255",2008,2,34.16696,-92.39847
"17256",2008,13,34.40085,-92.36076
"17257",2008,2,34.2262,-92.39558
"17258",2008,3,34.40273,-92.37187
"17259",2008,3,34.46183,-92.33913
"17260",2008,3,34.25364,-92.35077
"17261",2008,1,34.44851,-92.32669
"17262",2008,2,34.17251,-92.61153
"17263",2008,1,34.34899,-92.5329
"17264",2008,2,34.32156,-92.44706
"17265",2008,1,34.19231,-92.41487
"17266",2008,1,34.20894,-92.34843
"17267",2008,3,34.23601,-92.44364
"17268",2008,3,34.3822,-92.4205
"17269",2008,1,34.22769,-92.53641
"17270",2008,2,34.21696,-92.54369
"17271",2008,1,34.25588,-92.49261
"17272",2008,1,34.20348,-92.55642
"17273",2008,2,34.24979,-92.43721
"17274",2008,1,34.36749,-92.32537
"17275",2008,2,34.27908,-92.27159
"17276",2008,1,34.48978,-92.23073
"17277",2008,2,34.38368,-92.27856
"17278",2008,4,34.38673,-92.22489
"17279",2008,5,34.37498,-92.32212
"17280",2008,1,34.41629,-92.21377
"17281",2008,3,34.3882,-92.23205
"17282",2008,1,34.39925,-92.22939
"17283",2008,1,34.45909,-92.16937
"17284",2008,1,34.34108,-92.37965
"17285",2008,1,34.47588,-92.37003
"17286",2008,3,34.20538,-92.41608
"17287",2008,2,34.24278,-92.45901
"17288",2008,1,34.34057,-92.38149
"17289",2008,30,33.95799,-93.65547
"17290",2008,1,33.95799,-93.65547
"17291",2008,65,33.68589,-93.79624
"17292",2008,2,33.49455,-93.68925
"17293",2008,1,33.93679,-93.5479
"17294",2008,10,33.5759,-93.56238
"17295",2008,1,33.54612,-93.56286
"17296",2008,155,33.97292,-93.71842
"17297",2008,30,33.90785,-93.75645
"17298",2008,40,33.81067,-93.47445
"17299",2008,4,33.98723,-93.72856
"17300",2008,30,33.90785,-93.75645
"17301",2008,10,33.5759,-93.56238
"17302",2008,26,34.46734,-92.84006
"17303",2008,10,34.3802,-93.27695
"17304",2008,1,34.30057,-93.27841
"17305",2008,5,34.2228,-93.0249
"17306",2008,6,34.31991,-92.70282
"17307",2008,1,34.36437,-92.75483
"17308",2008,1,34.43769,-92.75289
"17309",2008,1,34.27229,-92.96895
"17310",2008,1,34.33844,-93.23293
"17311",2008,1,34.44767,-92.73364
"17312",2008,4,34.34129,-93.01563
"17313",2008,1,34.33869,-92.76278
"17314",2008,5,34.33096,-92.67595
"17315",2008,20,34.1657,-92.94717
"17316",2008,5,34.25034,-92.69431
"17317",2008,15,34.2379,-92.7253
"17318",2008,15,34.3504,-92.6851
"17319",2008,17,34.19479,-92.78625
"17320",2008,5,34.23737,-92.7272
"17321",2008,1,34.25662,-92.74316
"17322",2008,3,34.29316,-92.77853
"17323",2008,2,34.16073,-92.68143
"17324",2008,1,34,-92
"17325",2008,5,34.28184,-93.21108
"17326",2008,50,34.18014,-92.6875
"17327",2008,3,34.2588,-92.7845
"17328",2008,40,34.29841,-93.33471
"17329",2008,2,34.26742,-92.76374
"17330",2008,1,34.44342,-92.88216
"17331",2008,35,34.3536,-93.20227
"17332",2008,1,34.43975,-92.83022
"17333",2008,4,34.27773,-92.96565
"17334",2008,11,34.39404,-92.91037
"17335",2008,35,34.39404,-92.91037
"17336",2008,1,34.39884,-92.91023
"17337",2008,1,34.18304,-92.68941
"17338",2008,10,34.4251,-92.64363
"17339",2008,1,34.42823,-92.78075
"17340",2008,1,34.34358,-92.81314
"17341",2008,1,34.47099,-92.78151
"17342",2008,1,34.211,-92.706
"17343",2008,1,34.37677,-92.84878
"17344",2008,1,34.32246,-93.0854
"17345",2008,1,34.20191,-92.70268
"17346",2008,1,34.39958,-92.66948
"17347",2008,18,34.25558,-93.11722
"17348",2008,1,33.9,-93.975
"17349",2008,1,34.111,-93.978
"17350",2008,5,33.958,-94.037
"17351",2008,1,34.05227,-93.89525
"17352",2008,18,33.54756,-93.58801
"17353",2008,1,33.93513,-93.90539
"17354",2008,1,33.905,-93.975
"17355",2008,22,34.1354,-93.1354
"17356",2008,15,35.8779,-91.5575
"17357",2008,7,35.5521,-91.6713
"17358",2008,2,35.7446,-91.76336
"17359",2008,3,35.73514,-91.42603
"17360",2008,2,35.8259,-91.7078
"17361",2008,6,35.78901,-91.53392
"17362",2008,20,35.71675,-91.75455
"17363",2008,12,35.9224,-91.9403
"17364",2008,84,36.1091,-91.8737
"17365",2008,6,36.0717,-91.7037
"17366",2008,7,36.129,-91.9931
"17367",2008,4,35.93242,-91.86371
"17368",2008,6,36.1252,-92.14816
"17369",2008,2,36.04465,-91.82827
"17370",2008,3,36.12414,-92.16232
"17371",2008,25,35.9385,-91.7683
"17372",2008,18,36.1923,-92.0469
"17373",2008,25,36.0341,-91.8095
"17374",2008,11,36.0174,-91.8095
"17375",2008,95,36.2396,-91.6982
"17376",2008,45,36.1525,-91.8949
"17377",2008,282,35.48899,-91.40968
"17378",2008,4,34.26448,-92.12198
"17379",2008,4,34.26444,-92.12663
"17380",2008,2,34.14951,-92.22977
"17381",2008,3,34.10171,-92.11442
"17382",2008,2,34.29615,-92.17752
"17383",2008,15,34.06608,-92.06894
"17384",2008,1,34.22699,-92.10523
"17385",2008,1,34.0822,-91.99309
"17386",2008,14,34.24341,-92.11095
"17387",2008,1,34.32265,-92.1601
"17388",2008,9,34.39295,-92.12453
"17389",2008,1,35.53171,-93.60845
"17390",2008,3,35.53385,-93.67113
"17391",2008,1,35.6724,-93.48718
"17392",2008,5,35.44989,-93.5935
"17393",2008,1,35.4535,-93.38799
"17394",2008,1,35.55027,-93.55027
"17395",2008,1,35.50287,-93.64825
"17396",2008,10,35.49468,-93.57563
"17397",2008,6,35.40285,-93.50475
"17398",2008,1,35.55254,-93.48122
"17399",2008,2,35.49701,-93.4247
"17400",2008,1,35.50596,-93.53173
"17401",2008,4,35.51242,-93.47762
"17402",2008,1,33.09998,-93.32802
"17403",2008,5,33.2553,-93.49464
"17404",2008,3,33.07299,-93.53622
"17405",2008,3,33.0584,-93.51823
"17406",2008,81,33.05811,-93.5752
"17407",2008,57,33.06337,-93.57767
"17408",2008,5,33.19053,-93.66853
"17409",2008,31,33.10115,-93.5078
"17410",2008,33,33.26488,-93.51605
"17411",2008,35,33.05469,-93.66692
"17412",2008,240,33.11728,-93.54215
"17413",2008,106,33.18137,-93.56976
"17414",2008,1,33.438,-93.4792
"17415",2008,6,33.10115,-93.5078
"17416",2008,40,33.12141,-93.54215
"17417",2008,4,33.35569,-93.66735
"17418",2008,2,33.25504,-93.49582
"17419",2008,11,33.09644,-93.09644
"17420",2008,20,33.09644,-93.63579
"17421",2008,30,36.17,-91.34
"17422",2008,1,36.12887,-90.96612
"17423",2008,3,34.75591,-90.74866
"17424",2008,6,34.7801,-91.10525
"17425",2008,2,34.8987,-90.67761
"17426",2008,5,34.01357,-91.94154
"17427",2008,10,33.84831,-91.86608
"17428",2008,7,34.06516,-91.81115
"17429",2008,2,33.97785,-91.88213
"17430",2008,3,33.86556,-91.87404
"17431",2008,2,33.81913,-91.80707
"17432",2008,7,34.0755,-91.83665
"17433",2008,9,34,-91
"17434",2008,21,34,-91
"17435",2008,1,33.82977,-91.84088
"17436",2008,2,33.70149,-94.17123
"17437",2008,8,35.371,-93.4896
"17438",2008,3,35.3306,-93.4886
"17439",2008,6,35.2366,-93.8722
"17440",2008,1,35.2652,-93.7339
"17441",2008,2,35.05695,-94.13764
"17442",2008,5,35.2733,-93.8408
"17443",2008,3,35.2089,-93.8137
"17444",2008,7,35.2467,-93.3417
"17445",2008,2,34.82722,-91.99984
"17446",2008,40,36.06549,-93.642
"17447",2008,3,36.0857,-93.4416
"17448",2008,288,36.0311,-93.45277
"17449",2008,3,36.1555,-93.586
"17450",2008,14,36.22528,-92.81844
"17451",2008,4,36.38676,-92.74809
"17452",2008,6,36.35095,-92.85031
"17453",2008,2,36.13993,-92.73024
"17454",2008,1,36.3657,-92.7846
"17455",2008,3,36.35996,-92.80185
"17456",2008,1,36.31449,-92.75942
"17457",2008,3,36.36826,-92.79179
"17458",2008,37,36.38652,-92.88338
"17459",2008,10,36.19626,-92.6786
"17460",2008,4,36.3979,-92.75809
"17461",2008,1,33.1363,-93.92581
"17462",2008,3,33.29883,-93.83199
"17463",2008,2,33.29759,-93.88448
"17464",2008,2,33.04244,-94.03428
"17465",2008,4,33.03258,-94.02761
"17466",2008,6,33.198,-94.02592
"17467",2008,2,33.0413,-94.02319
"17468",2008,7,33.03071,-94.0358
"17469",2008,1,35.05221,-94.00331
"17470",2008,1,33.24994,-93.88252
"17471",2008,2,33.31116,-93.96798
"17472",2008,5,33.39456,-93.82705
"17473",2008,2,33.39435,-93.81727
"17474",2008,1,33.04219,-94.02733
"17475",2008,3,33.29774,-93.87666
"17476",2008,1,33.11526,-94.02089
"17477",2008,30,33.28596,-93.80725
"17478",2008,1,33.40218,-94.02171
"17479",2008,5,33.31764,-93.85865
"17480",2008,1,33.34165,-93.99554
"17481",2008,45,33.18342,-93.94483
"17482",2008,1,33.34165,-93.99554
"17483",2008,11,33.06087,-93.94618
"17484",2008,2,33.12304,-92.34273
"17485",2008,36,33.2992,-93.85938
"17486",2008,1,33.30761,-93.85446
"17487",2008,1,34.18032,-93.83368
"17488",2008,1,33.8992,-93.88738
"17489",2008,1,33.30017,-93.85515
"17490",2008,1,33.26722,-93.83908
"17491",2008,80,33.21147,-93.42591
"17492",2008,3,33.36845,-93.71902
"17493",2008,1,33.36881,-93.71798
"17494",2008,35,33.5727,-93.84544
"17495",2008,17,33.39447,-93.82673
"17496",2008,2,33.12333,-93.11111
"17497",2008,2,33.03529,-94.02754
"17498",2008,1,33.023,-94.03358
"17499",2008,4,34.79696,-91.10169
"17500",2008,1,34.3765,-93.8821
"17501",2008,13,34.2568,-93.5241
"17502",2008,3,34.56925,-93.6088
"17503",2008,2,34.46667,-93.50499
"17504",2008,3,34.39112,-93.4961
"17505",2008,7,34.72008,-93.42786
"17506",2008,1,34.66186,-93.57156
"17507",2008,1,33.48138,-93.2603
"17508",2008,1,33.3534,-93.1641
"17509",2008,12,33.94359,-93.2829
"17510",2008,1,33.59363,-93.31676
"17511",2008,25,33.6538,-93.91003
"17512",2008,35,33.7162,-93.319
"17513",2008,100,33.50342,-93.16855
"17514",2008,220,33.50891,-93.16248
"17515",2008,225,33.50679,-93.16366
"17516",2008,8,33.50909,-93.15722
"17517",2008,1,33.89543,-93.34366
"17518",2008,1,33.91801,-93.33968
"17519",2008,3,33.78573,-93.2501
"17520",2008,1,33.78856,-93.26167
"17521",2008,2,33.79116,-93.27811
"17522",2008,5,33.89482,-93.34774
"17523",2008,1,33.51419,-93.25509
"17524",2008,15,33.89482,-93.34774
"17525",2008,2,33.69327,-93.32401
"17526",2008,3,33.61215,-93.35314
"17527",2008,1,33.75854,-93.13678
"17528",2008,1,33.76245,-93.14
"17529",2008,1,33.71434,-93.33052
"17530",2008,1,33.63214,-93.3044
"17531",2008,40,33.89482,-93.34774
"17532",2008,1,35.98473,-93.21504
"17533",2008,1,36.06488,-92.99635
"17534",2008,1,33.39663,-92.81381
"17535",2008,1,33.74075,-92.6192
"17536",2008,2,33.44485,-93.07915
"17537",2008,1,33.97879,-92.83897
"17538",2008,1,33.44466,-93.56331
"17539",2008,1,33.41436,-93.10336
"17540",2008,1,33.70749,-92.70849
"17541",2008,1,33.38617,-92.71786
"17542",2008,2,33.61139,-93.05394
"17543",2008,1,33.61166,-92.8798
"17544",2008,2,33.41011,-92.95073
"17545",2008,14,33.61801,-92.9413
"17546",2008,1,33.3998,-92.81848
"17547",2008,2,33.74931,-92.62054
"17548",2008,1,33.71836,-92.619
"17549",2008,29,33.39345,-92.88946
"17550",2008,2,33.41446,-93.10414
"17551",2008,5,33.59579,-92.79799
"17552",2008,1,33.50044,-92.9385
"17553",2008,4,33.54929,-92.84024
"17554",2008,2,33.56988,-92.75155
"17555",2008,1,33.75993,-92.6457
"17556",2008,6,33.53385,-93.00101
"17557",2008,1,33.63787,-92.17582
"17558",2008,4,33.48428,-93.93561
"17559",2008,2,33.72828,-92.64865
"17560",2008,2,33.38897,-92.64884
"17561",2008,5,33.77389,-92.81995
"17562",2008,1,33.43647,-92.87559
"17563",2008,1,33.50237,-92.91887
"17564",2008,3,33.39665,-92.78644
"17565",2008,1,33.43633,-93.09767
"17566",2008,1,33.46825,-93.01665
"17567",2008,1,33.59425,-92.89462
"17568",2008,1,33.4231,-93.0596
"17569",2008,1,33.4162,-92.96204
"17570",2008,1,33.51704,-92.05349
"17571",2008,1,33.50942,-92.80403
"17572",2008,1,33.51247,-92.812
"17573",2008,5,33.50677,-92.93918
"17574",2008,5,33.4837,-92.7544
"17575",2008,1,33.47121,-92.80811
"17576",2008,3,33.46214,-92.76324
